id,state_name,airport_code,airport_name,city,state,country,lat,long
12,Florida,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
12,Florida,EYW,Key West International,Key West,FL,USA,24.55611111,-81.75955556
12,Florida,FLL,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
12,Florida,GNV,Gainesville Regional,Gainesville,FL,USA,29.69005556,-82.27177778
12,Florida,JAX,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111
12,Florida,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
12,Florida,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
12,Florida,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
12,Florida,PBI,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417
12,Florida,PFN,Panama City-Bay County International,Panama City,FL,USA,30.21208333,-85.68280556
12,Florida,PNS,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444
12,Florida,RSW,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667
12,Florida,SRQ,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111
12,Florida,TLH,Tallahassee Regional,Tallahassee,FL,USA,30.39652778,-84.35033333
12,Florida,TPA,Tampa International ,Tampa,FL,USA,27.97547222,-82.53325
12,Florida,VPS,Eglin Air Force Base,Valparaiso,FL,USA,30.48325,-86.5254
13,Georgia,ABY,Southwest Georgia Regional,Albany,GA,USA,31.535515,-84.19447333
13,Georgia,AGS,Bush ,Augusta,GA,USA,33.369955,-81.96449611
13,Georgia,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
13,Georgia,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
13,Georgia,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
13,Georgia,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
13,Georgia,SAV,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889
13,Georgia,VLD,Valdosta Regional,Valdosta,GA,USA,30.7825,-83.27672222
16,Idaho,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778
16,Idaho,IDA,Idaho Falls Regional,Idaho Falls,ID,USA,43.51455556,-112.0701667
16,Idaho,LWS,Lewiston-Nez Perce County,Lewiston,ID,USA,46.37449806,-117.0153944
16,Idaho,PIH,Pocatello Regional,Pocatello,ID,USA,42.91130556,-112.5958611
16,Idaho,SUN,Friedman Memorial,Hailey,ID,USA,43.50484139,-114.2965903
16,Idaho,TWF,Joslin Field - Magic Valley,Twin Falls,ID,USA,42.48180389,-114.4877356
17,Illinois,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
17,Illinois,CMI,University of Illinois-Willard,Champaign/Urbana,IL,USA,40.03925,-88.27805556
17,Illinois,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
17,Illinois,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
17,Illinois,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
17,Illinois,PIA,Greater Peoria Regional,Peoria,IL,USA,40.66424333,-89.69330556
17,Illinois,RFD,Greater Rockford,Rockford,IL,USA,42.19536389,-89.09721111
17,Illinois,SPI,Capital,Springfield,IL,USA,39.84395194,-89.67761861
18,Indiana,EVV,Evansville Regional,Evansville,IN,USA,38.03799139,-87.53062667
18,Indiana,FWA,Fort Wayne International,Fort Wayne,IN,USA,40.97846583,-85.19514639
18,Indiana,IND,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417
18,Indiana,SBN,South Bend Regional,South Bend,IN,USA,41.70895361,-86.31847417
19,Iowa,ALO,Waterloo Municipal,Waterloo,IA,USA,42.55708139,-92.40034361
19,Iowa,CID,Eastern Iowa ,Cedar Rapids,IA,USA,41.88458833,-91.71087222
19,Iowa,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
19,Iowa,DSM,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222
19,Iowa,SUX,Sioux Gateway ,Sioux City,IA,USA,42.40260333,-96.38436694
20,Kansas,ICT,Wichita Mid-Continent,Wichita,KS,USA,37.64995889,-97.43304583
21,Kentucky,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
21,Kentucky,LEX,Blue Grass ,Lexington,KY,USA,38.03697222,-84.60538889
21,Kentucky,SDF,Louisville International-Standiford ,Louisville,KY,USA,38.17438889,-85.736
22,Louisiana,AEX,Alexandria International,Alexandria,LA,USA,31.32737167,-92.54855611
22,Louisiana,BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444
22,Louisiana,LCH,Lake Charles Regional,Lake Charles,LA,USA,30.1260975,-93.22340361
22,Louisiana,LFT,Lafayette Regional,Lafayette,LA,USA,30.20527972,-91.987655
22,Louisiana,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
22,Louisiana,MSY,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778
22,Louisiana,SHV,Shreveport Regional,Shreveport,LA,USA,32.4466275,-93.82559833
23,Maine,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
23,Maine,PWM,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875
24,Maryland,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833
25,Massachusetts,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
26,Michigan,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575
26,Michigan,CMX,Houghton County Memorial,Hancock,MI,USA,47.16841722,-88.48906083
26,Michigan,DTW,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
26,Michigan,FNT,Bishop,Flint,MI,USA,42.96550333,-83.74345639
26,Michigan,GRR,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778
26,Michigan,LAN,Capital City,Lansing,MI,USA,42.7787,-84.58735806
26,Michigan,MBS,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722
26,Michigan,PLN,Pellston Regional  of Emmet County,Pellston,MI,USA,45.5709275,-84.796715
26,Michigan,TVC,Cherry Capital,Traverse City,MI,USA,44.74144472,-85.582235
26,Michigan,MQT,Marquette County Airport,Gwinn,MI,USA,46.353639,-87.395361
27,Minnesota,DLH,Duluth International,Duluth,MN,USA,46.84209028,-92.19364861
27,Minnesota,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
27,Minnesota,RST,Rochester International,Rochester,MN,USA,43.90882639,-92.49798722
28,Mississippi,GPT,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,USA,30.40728028,-89.07009278
28,Mississippi,GTR,Golden Triangle Regional,Columbus-Starkville-West Point,MS,USA,33.45033444,-88.59136861
28,Mississippi,JAN,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889
28,Mississippi,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
28,Mississippi,TUP,Tupelo Municipal ,Tupelo,MS,USA,34.26810833,-88.769895
29,Missouri,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
29,Missouri,SGF,Springfield-Branson Regional,Springfield,MO,USA,37.24432611,-93.38685806
29,Missouri,STL,Lambert-St Louis International,St Louis,MO,USA,38.74768694,-90.35998972
30,Montana,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611
30,Montana,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
30,Montana,BZN,Gallatin ,Bozeman,MT,USA,45.77690139,-111.1530072
30,Montana,FCA,Glacier Park Intl,Kalispell,MT,USA,48.31140472,-114.2550694
30,Montana,GTF,Great Falls Intl,Great Falls,MT,USA,47.48200194,-111.3706853
30,Montana,HLN,Helena Regional,Helena,MT,USA,46.60681806,-111.9827503
30,Montana,MSO,Missoula International,Missoula,MT,USA,46.91630556,-114.0905556
31,Nebraska,LNK,Lincoln Municipal,Lincoln,NE,USA,40.85097222,-96.75925
31,Nebraska,OMA,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306
32,Nevada,EKO,Elko Regional,Elko,NV,USA,40.82492611,-115.7916964
32,Nevada,LAS,McCarran International,Las Vegas,NV,USA,36.08036111,-115.1523333
32,Nevada,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
33,New Hampshire,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
34,New Jersey,ACY,Atlantic City International,Atlantic City,NJ,USA,39.45758333,-74.57716667
34,New Jersey,EWR,Newark Intl,Newark,NJ,USA,40.69249722,-74.16866056
35,New Mexico,ABQ,Albuquerque International,Albuquerque,NM,USA,35.04022222,-106.6091944
35,New Mexico,ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30155556,-104.5305556
36,New York,ALB,Albany Cty,Albany,NY,USA,42.74811944,-73.80297861
36,New York,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
36,New York,BUF,Buffalo Niagara Intl,Buffalo,NY,USA,42.94052472,-78.73216667
36,New York,ELM,Elmira/Corning Regional,Elmira,NY,USA,42.15991361,-76.89144333
36,New York,HPN,Westchester Cty,White Plains,NY,USA,41.06695778,-73.70757444
36,New York,ISP,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194
36,New York,JFK,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
36,New York,LGA,LaGuardia,New York,NY,USA,40.77724306,-73.87260917
36,New York,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
36,New York,SWF,Stewart,Newburgh,NY,USA,41.50409361,-74.10483833
36,New York,SYR,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056
37,North Carolina,AVL,Asheville Regional,Asheville,NC,USA,35.43619444,-82.54180556
37,North Carolina,CLT,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
37,North Carolina,EWN,Craven County Regional,New Bern,NC,USA,35.07297222,-77.04294444
37,North Carolina,FAY,Fayetteville Municipal,Fayetteville,NC,USA,34.99147222,-78.88
37,North Carolina,GSO,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975
37,North Carolina,ILM,Wilmington International,Wilmington,NC,USA,34.27061111,-77.90255556
37,North Carolina,OAJ,Albert J Ellis,Jacksonville,NC,USA,34.82916444,-77.61213778
37,North Carolina,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
38,North Dakota,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222
38,North Dakota,FAR,Hector International,Fargo,ND,USA,46.91934889,-96.81498889
38,North Dakota,GFK,Grand Forks International,Grand Forks,ND,USA,47.949255,-97.17611111
38,North Dakota,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
39,Ohio,CAK,Akron-Canton Regional,Akron,OH,USA,40.91631194,-81.44246556
39,Ohio,CLE,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667
39,Ohio,CMH,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278
39,Ohio,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
39,Ohio,TOL,Toledo Express,Toledo,OH,USA,41.58680556,-83.80783333
40,Oklahoma,LAW,Lawton-Ft Sill Regional,Lawton,OK,USA,34.56771444,-98.41663667
40,Oklahoma,OKC,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389
40,Oklahoma,TUL,Tulsa International,Tulsa,OK,USA,36.19837222,-95.88824167
41,Oregon,EUG,Mahlon Sweet ,Eugene,OR,USA,44.12326,-123.2186856
41,Oregon,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
41,Oregon,PDX,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
41,Oregon,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
41,Oregon,SLE,McNary Fld,Salem,OR,USA,44.90952778,-123.0025
42,Pennsylvania,SCE,University Park,State College,PA,USA,40.851206,-77.846302
42,Pennsylvania,ABE,Lehigh Valley International,Allentown,PA,USA,40.65236278,-75.44040167
42,Pennsylvania,AVP,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,USA,41.33814944,-75.7242675
42,Pennsylvania,ERI,Erie Intl,Erie,PA,USA,42.08202139,-80.17621556
42,Pennsylvania,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
42,Pennsylvania,PHL,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083
42,Pennsylvania,PIT,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083
44,Rhode Island,PVD,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111
45,South Carolina,HHH,Hilton Head,Hilton Head,SC,USA,32.224384,-80.697629
45,South Carolina,CAE,Columbia Metropolitan,Columbia,SC,USA,33.93884,-81.11953944
45,South Carolina,CHS,Charleston AFB/International,Charleston,SC,USA,32.89864639,-80.04050583
45,South Carolina,FLO,Florence Regional,Florence,SC,USA,34.18536111,-79.72388889
45,South Carolina,GSP,Greenville-Spartanburg,Greer,SC,USA,34.89566722,-82.21885833
45,South Carolina,MYR,Myrtle Beach International,Myrtle Beach,SC,USA,33.67975,-78.92833333
46,South Dakota,FSD,Joe Foss ,Sioux Falls,SD,USA,43.58135111,-96.74170028
46,South Dakota,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
47,Tennessee,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
47,Tennessee,CHA,Lovell ,Chattanooga,TN,USA,35.03526833,-85.20378778
47,Tennessee,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
47,Tennessee,TRI,Tri-Cities Regional,Bristol,TN,USA,36.47521417,-82.40742056
47,Tennessee,TYS,McGhee-Tyson,Knoxville,TN,USA,35.81248722,-83.99285583
48,Texas,ABI,Abilene Regional,Abilene,TX,USA,32.41132,-99.68189722
48,Texas,ACT,Waco Regional,Waco,TX,USA,31.61128833,-97.23051917
48,Texas,AMA,Amarillo International,Amarillo,TX,USA,35.2193725,-101.7059272
48,Texas,AUS,Austin-Bergstrom International,Austin,TX,USA,30.19453278,-97.66987194
48,Texas,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
48,Texas,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
48,Texas,CLL,Easterwood ,College Station,TX,USA,30.58858944,-96.36382417
48,Texas,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
48,Texas,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
48,Texas,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
48,Texas,ELP,El Paso International,El Paso,TX,USA,31.80666667,-106.3778056
48,Texas,GGG,Gregg County,Longview,TX,USA,32.38486111,-94.71171
48,Texas,GRK,Robert Gray AAF,Killeen,TX,USA,31.06489778,-97.82779778
48,Texas,HOU,William P Hobby,Houston,TX,USA,29.64541861,-95.27888889
48,Texas,HRL,Valley International,Harlingen,TX,USA,26.22850611,-97.65439389
48,Texas,IAH,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222
48,Texas,LBB,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778
48,Texas,LRD,Laredo International,Laredo,TX,USA,27.54373861,-99.46154361
48,Texas,MAF,Midland International,Midland,TX,USA,31.94252778,-102.2019139
48,Texas,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
48,Texas,SAT,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778
48,Texas,SJT,San Angelo Regional /Mathis ,San Angelo,TX,USA,31.35775,-100.4963056
48,Texas,SJU,San Angelo Regional /Mathis ,San Angelo,TX,USA,31.35775,-100.4963056
48,Texas,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,USA,33.98879611,-98.49189333
48,Texas,TYR,Tyler Pounds ,Tyler,TX,USA,32.35413889,-95.40238611
49,Utah,CDC,Cedar City Muni,Cedar City,UT,USA,37.70097028,-113.098575
49,Utah,OGD,Ogden-Hinckley,Ogden,UT,USA,41.19594417,-112.012175
49,Utah,SGU,St George Muni,St George,UT,USA,37.09058333,-113.5930556
49,Utah,SLC,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
50,Vermont,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
51,Virginia,CHO,Charlottesville-Albermarle,Charlottesville,VA,USA,38.13863889,-78.45286111
51,Virginia,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
51,Virginia,IAD,Washington Dulles International,Chantilly,VA,USA,38.94453194,-77.45580972
51,Virginia,LYH,Lynchburg Municipal-Preston Glenn ,Lynchburg,VA,USA,37.32668528,-79.20043056
51,Virginia,ORF,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222
51,Virginia,PHF,Newport News/Williamsburg International,Newport News,VA,USA,37.13189556,-76.4929875
51,Virginia,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
51,Virginia,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
53,Washington,BLI,Bellingham Intl,Bellingham,WA,USA,48.79275,-122.5375278
53,Washington,GEG,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425
53,Washington,PSC,Tri-Cities,Pasco,WA,USA,46.26468028,-119.1190292
53,Washington,SEA,Seattle-Tacoma Intl,Seattle,WA,USA,47.44898194,-122.3093131
53,Washington,YKM,Yakima Air Terminal,Yakima,WA,USA,46.56816972,-120.5440594
54,West Virginia,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
55,Wisconsin,ATW,Outagamie County Regional,Appleton,WI,USA,44.25740806,-88.51947556
55,Wisconsin,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
55,Wisconsin,GRB,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959
55,Wisconsin,LSE,La Crosse Municipal,La Crosse,WI,USA,43.87937972,-91.25653778
55,Wisconsin,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
55,Wisconsin,MSN,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361
55,Wisconsin,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
56,Wyoming,COD,Yellowstone Regional,Cody,WY,USA,44.52019417,-109.0237961
56,Wyoming,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
56,Wyoming,JAC,Jackson Hole,Jackson,WY,USA,43.60732417,-110.7377389
